Tutorial Map;//name---------------------------------------
  1407.740479;//x
  1160.865723;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  156.188538;//x
  1160.865601;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  149.410370;//x
  1010.615906;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  end_objects;
hostilities training;//name---------------------------------------
  2;//identifier
  15;//width
  17;//height
  begin_map_grid;
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0
    3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0
    4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0
    3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
    3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  end_map_grid;
  begin_objects;
  6;//type
  29;//number
  184.991516;//x
  1015.497375;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  184.991486;//x
  1157.861938;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  251.615814;//x
  958.907349;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  250.305206;//x
  1215.779907;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  321.075653;//x
  898.622437;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  441.648071;//x
  898.622437;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  562.221130;//x
  898.622437;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  317.144226;//x
  1279.997925;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  436.405884;//x
  1279.998169;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  556.978455;//x
  1279.998291;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  634.302124;//x
  1214.469727;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  629.059753;//x
  965.461426;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  256.858002;//x
  898.622437;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  248.994461;//x
  1019.194702;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.684282;//size
  6;//type
  30;//number
  250.304962;//x
  1159.425781;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.684282;//size
  6;//type
  30;//number
  248.993622;//x
  1274.756226;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  1;//number
  255.563553;//x
  900.546570;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  1;//number
  248.154297;//x
  1279.899414;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  1;//number
  627.506897;//x
  1279.899658;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  1;//number
  630.470825;//x
  900.546509;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  3;//type
  19;//number
  681.699280;//x
  1089.321899;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  625.673767;//x
  823.947327;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  625.673767;//x
  703.265686;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  698.087708;//x
  636.013855;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  823.058533;//x
  634.640442;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  949.403015;//x
  634.640442;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1074.680786;//x
  634.640442;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1201.024536;//x
  634.640442;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1327.368408;//x
  633.267212;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1452.339233;//x
  634.640442;//y
  4.712389;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  634.204407;//x
  1361.840942;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  634.204407;//x
  1477.198608;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  711.109680;//x
  1541.744019;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  837.453918;//x
  1541.744263;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  962.425293;//x
  1541.744385;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1087.395508;//x
  1541.744507;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1212.143799;//x
  1541.744751;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1337.114014;//x
  1541.744751;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1463.458008;//x
  1541.744751;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1535.028442;//x
  1466.212646;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1535.028442;//x
  1339.868652;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1532.282104;//x
  1213.524536;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1532.282349;//x
  1086.841797;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1532.282593;//x
  961.871033;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1532.282349;//x
  838.800415;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  29;//number
  1530.909058;//x
  717.949219;//y
  3.141593;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  1528.162720;//x
  635.550415;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  624.958862;//x
  639.670471;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  635.945374;//x
  1541.076538;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  1537.266602;//x
  1541.076782;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  626.438232;//x
  901.244202;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  629.059265;//x
  1277.377563;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  1;//number
  624.847961;//x
  640.309143;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  1;//number
  1529.779541;//x
  636.157959;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  1;//number
  1538.082031;//x
  1545.753174;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  1;//number
  637.301453;//x
  1543.677490;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  2;//type
  9;//number
  535.530334;//x
  992.147278;//y
  0.791073;//angle
  1;//amount
  0;//side
  1.000000;//size
  2;//type
  10;//number
  341.537903;//x
  1186.138916;//y
  3.784628;//angle
  1;//amount
  0;//side
  1.000000;//size
  2;//type
  2;//number
  526.436951;//x
  1199.778320;//y
  4.043655;//angle
  1;//amount
  0;//side
  1.000000;//size
  3;//type
  25;//number
  330.574646;//x
  1085.408813;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  2;//type
  20;//number
  728.760681;//x
  1468.287964;//y
  4.058973;//angle
  1;//amount
  0;//side
  1.000000;//size
  2;//type
  20;//number
  1441.979248;//x
  1451.572388;//y
  6.256583;//angle
  1;//amount
  0;//side
  1.000000;//size
  2;//type
  20;//number
  1433.621094;//x
  741.139954;//y
  2.045727;//angle
  1;//amount
  0;//side
  1.000000;//size
  2;//type
  20;//number
  728.760498;//x
  721.637878;//y
  5.361532;//angle
  1;//amount
  0;//side
  1.000000;//size
  2;//type
  20;//number
  1074.225464;//x
  735.567688;//y
  3.378602;//angle
  1;//amount
  0;//side
  1.000000;//size
  2;//type
  20;//number
  1051.938477;//x
  1462.716064;//y
  6.255181;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  2;//number
  1048.785767;//x
  884.172729;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.387946;//size
  5;//type
  2;//number
  1081.074707;//x
  1332.188599;//y
  1.302556;//angle
  1;//amount
  0;//side
  0.387946;//size
  5;//type
  2;//number
  903.481689;//x
  1090.018066;//y
  3.149633;//angle
  1;//amount
  0;//side
  0.387946;//size
  5;//type
  2;//number
  1057.021118;//x
  918.042480;//y
  4.043758;//angle
  1;//amount
  0;//side
  0.442056;//size
  5;//type
  2;//number
  923.887817;//x
  1092.248779;//y
  5.515550;//angle
  1;//amount
  0;//side
  0.517238;//size
  5;//type
  2;//number
  1072.600708;//x
  1310.360718;//y
  1.186462;//angle
  1;//amount
  0;//side
  0.386945;//size
  6;//type
  28;//number
  1086.078369;//x
  1080.919067;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  807.064453;//x
  808.987305;//y
  5.497787;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  808.480713;//x
  1367.013916;//y
  3.926991;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1363.674316;//x
  1362.765381;//y
  2.356194;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1362.257568;//x
  808.987549;//y
  0.785398;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  28;//number
  1086.076904;//x
  1079.502930;//y
  1.570796;//angle
  1;//amount
  0;//side
  1.000000;//size
  5;//type
  2;//number
  1217.793945;//x
  1097.915283;//y
  3.234037;//angle
  1;//amount
  0;//side
  0.609775;//size
  5;//type
  2;//number
  1246.119507;//x
  1096.499023;//y
  4.088774;//angle
  1;//amount
  0;//side
  0.428841;//size
  4;//type
  4;//number
  1355.854004;//x
  1091.540894;//y
  4.888325;//angle
  1;//amount
  1;//side
  1.000000;//size
  end_objects;
Psionic Start;//name---------------------------------------
  3;//identifier
  13;//width
  13;//height
  begin_map_grid;
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
    2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
  end_map_grid;
  begin_objects;
  6;//type
  28;//number
  592.814087;//x
  1000.372131;//y
  6.271698;//angle
  1;//amount
  0;//side
  1.543578;//size
  6;//type
  28;//number
  542.593018;//x
  849.706055;//y
  5.631204;//angle
  1;//amount
  0;//side
  1.543578;//size
  6;//type
  28;//number
  489.859467;//x
  701.550781;//y
  6.272479;//angle
  1;//amount
  0;//side
  1.543578;//size
  6;//type
  28;//number
  542.593018;//x
  555.906311;//y
  0.743924;//angle
  1;//amount
  0;//side
  1.543578;//size
  6;//type
  28;//number
  987.065308;//x
  849.704285;//y
  0.597328;//angle
  1;//amount
  0;//side
  1.511205;//size
  6;//type
  28;//number
  1034.775635;//x
  701.548828;//y
  6.279078;//angle
  1;//amount
  0;//side
  1.511205;//size
  6;//type
  28;//number
  979.533569;//x
  555.904480;//y
  5.488201;//angle
  1;//amount
  0;//side
  1.511205;//size
  6;//type
  28;//number
  944.383057;//x
  1000.371277;//y
  6.271698;//angle
  1;//amount
  0;//side
  1.543578;//size
  6;//type
  28;//number
  673.963501;//x
  1082.725464;//y
  4.714725;//angle
  1;//amount
  0;//side
  1.543578;//size
  6;//type
  28;//number
  866.727783;//x
  1082.725464;//y
  4.714725;//angle
  1;//amount
  0;//side
  1.543578;//size
  6;//type
  28;//number
  675.871948;//x
  465.844818;//y
  1.236385;//angle
  1;//amount
  0;//side
  1.515604;//size
  6;//type
  28;//number
  843.826538;//x
  465.844818;//y
  1.904469;//angle
  1;//amount
  0;//side
  1.515604;//size
  4;//type
  2;//number
  768.147217;//x
  949.389465;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  595.824829;//x
  1080.951538;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.634705;//size
  6;//type
  30;//number
  944.018066;//x
  919.230896;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.634705;//size
  6;//type
  30;//number
  589.224365;//x
  915.930481;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.634705;//size
  5;//type
  4;//number
  945.695801;//x
  1083.198364;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  6;//type
  30;//number
  492.473541;//x
  782.232056;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.621372;//size
  6;//type
  30;//number
  489.640900;//x
  616.523560;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.621372;//size
  6;//type
  30;//number
  598.696777;//x
  496.137085;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.621372;//size
  6;//type
  30;//number
  917.367065;//x
  491.888153;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.621372;//size
  6;//type
  30;//number
  1034.920776;//x
  609.442017;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.621372;//size
  6;//type
  30;//number
  1033.504395;//x
  780.815796;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.621372;//size
  6;//type
  30;//number
  768.654541;//x
  1082.491455;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.583674;//size
  5;//type
  4;//number
  761.897949;//x
  440.533600;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  917.197510;//x
  492.924042;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  1036.947021;//x
  610.802124;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  1033.205444;//x
  782.941528;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  945.264526;//x
  919.531189;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  945.264526;//x
  1083.673950;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  769.384033;//x
  1081.802856;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  597.244507;//x
  1083.673950;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  589.760132;//x
  919.018860;//y
  6.225790;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  492.463593;//x
  784.300598;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  488.721405;//x
  619.645203;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  5;//type
  4;//number
  599.114868;//x
  498.024902;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.394586;//size
  4;//type
  3;//number
  626.214844;//x
  851.596985;//y
  2.229245;//angle
  1;//amount
  1;//side
  1.000000;//size
  5;//type
  6;//number
  625.607300;//x
  850.924133;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.357991;//size
  6;//type
  19;//number
  777.154785;//x
  712.124756;//y
  0.504426;//angle
  1;//amount
  0;//side
  1.855597;//size
  6;//type
  19;//number
  770.073486;//x
  716.373718;//y
  1.558112;//angle
  1;//amount
  0;//side
  1.855597;//size
  6;//type
  30;//number
  759.347778;//x
  440.670624;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.621372;//size
  5;//type
  5;//number
  771.346436;//x
  707.333008;//y
  0.000000;//angle
  1;//amount
  0;//side
  2.359257;//size
  5;//type
  7;//number
  770.075684;//x
  707.875793;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.243958;//size
  5;//type
  7;//number
  770.075684;//x
  707.875793;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.449344;//size
  5;//type
  7;//number
  770.075684;//x
  707.875793;//y
  0.000000;//angle
  1;//amount
  0;//side
  0.449344;//size
  3;//type
  37;//number
  769.230103;//x
  949.970154;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  3;//type
  26;//number
  770.803711;//x
  708.810242;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.000000;//size
  end_objects;
psi tut 2;//name---------------------------------------
  4;//identifier
  18;//width
  20;//height
  begin_map_grid;
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0
    8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0
    8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
  end_map_grid;
  begin_objects;
  5;//type
  2;//number
  390.242981;//x
  2325.244141;//y
  2.082962;//angle
  1;//amount
  0;//side
  0.365181;//size
  5;//type
  2;//number
  327.886688;//x
  2131.247559;//y
  4.141142;//angle
  1;//amount
  0;//side
  0.365181;//size
  5;//type
  2;//number
  383.314545;//x
  2096.605225;//y
  4.141142;//angle
  1;//amount
  0;//side
  0.365181;//size
  5;//type
  2;//number
  441.051880;//x
  2061.962891;//y
  4.141142;//angle
  1;//amount
  0;//side
  0.365181;//size
  5;//type
  2;//number
  508.027222;//x
  2212.078369;//y
  4.193958;//angle
  1;//amount
  0;//side
  0.365181;//size
  5;//type
  2;//number
  572.692993;//x
  2172.816895;//y
  4.163404;//angle
  1;//amount
  0;//side
  0.365181;//size
  5;//type
  2;//number
  496.480682;//x
  2027.319336;//y
  4.167293;//angle
  1;//amount
  0;//side
  0.365181;//size
  5;//type
  2;//number
  454.909790;//x
  2251.341064;//y
  4.145515;//angle
  1;//amount
  0;//side
  0.365181;//size
  5;//type
  2;//number
  424.886383;//x
  2285.981689;//y
  4.699530;//angle
  1;//amount
  0;//side
  0.365181;//size
  5;//type
  2;//number
  632.124695;//x
  2230.555420;//y
  0.193142;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  696.790527;//x
  2295.220703;//y
  6.213344;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  768.384827;//x
  2343.718750;//y
  5.337081;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  867.691040;//x
  2373.741699;//y
  4.756670;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  994.713562;//x
  2359.884766;//y
  4.298679;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  530.507690;//x
  1955.726318;//y
  3.712106;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  569.769043;//x
  1877.203491;//y
  4.266364;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  629.815857;//x
  1800.990356;//y
  4.721428;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  710.648071;//x
  1766.347900;//y
  5.182245;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  812.265808;//x
  1759.419434;//y
  5.729234;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  920.810852;//x
  1757.109863;//y
  0.084582;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  1027.046631;//x
  1803.299805;//y
  0.494693;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  1112.497070;//x
  1877.203369;//y
  0.834026;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  1172.542725;//x
  1960.345093;//y
  1.474860;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  1232.587036;//x
  2036.558350;//y
  2.720782;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  1068.929810;//x
  2325.244385;//y
  1.851944;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  1131.287476;//x
  2265.198730;//y
  0.971773;//angle
  1;//amount
  0;//side
  0.343203;//size
  3;//type
  9;//number
  793.407227;//x
  2118.250732;//y
  1.154543;//angle
  1;//amount
  0;//side
  1.565677;//size
  3;//type
  9;//number
  939.284668;//x
  2028.314697;//y
  5.343224;//angle
  1;//amount
  0;//side
  1.253394;//size
  3;//type
  9;//number
  937.868896;//x
  2136.663330;//y
  6.275386;//angle
  1;//amount
  0;//side
  0.976614;//size
  3;//type
  9;//number
  846.517944;//x
  2000.696899;//y
  0.396200;//angle
  1;//amount
  0;//side
  1.856405;//size
  3;//type
  9;//number
  882.632935;//x
  2084.260254;//y
  6.211889;//angle
  1;//amount
  0;//side
  1.552501;//size
  3;//type
  27;//number
  656.024048;//x
  2054.516602;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.962985;//size
  5;//type
  2;//number
  1211.356445;//x
  2239.701660;//y
  1.401913;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  1302.204834;//x
  2243.813232;//y
  2.306994;//angle
  1;//amount
  0;//side
  0.343203;//size
  5;//type
  2;//number
  1307.576172;//x
  2042.824219;//y
  3.842959;//angle
  1;//amount
  0;//side
  0.360204;//size
  6;//type
  28;//number
  1663.805786;//x
  1644.044067;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1879.660522;//x
  1644.044067;//y
  0.000000;//angle
  1;//amount
  0;//side
  1.610197;//size
  6;//type
  28;//number
  1880.756836;//x
